"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.946358346E0,2.347220659E0,-1.935610771E-1,-5.469093323E-1
1.951350429E0,3.136467457E0,-5.177073479E-1,-1.148471832E-1
1.956342512E0,2.578536510E0,-4.772253036E-1,1.845464706E-1
1.961334596E0,1.168978095E0,-3.318393230E-1,6.433038712E-1
1.966326679E0,4.427211285E-1,-1.832249165E-1,1.089317322E0
1.971318762E0,-4.536390305E-2,-2.334449291E-1,1.590209007E0
1.976310846E0,-3.607854843E-1,-3.879818916E-1,2.027521133E0
1.981302929E0,-5.456323624E-1,-6.001520157E-1,2.445208549E0
1.986295012E0,-6.951689720E-1,-7.900028229E-1,2.796115875E0
1.991287096E0,-7.845041752E-1,-9.443243742E-1,3.028480530E0
1.996279179E0,-8.855776787E-1,-9.493217468E-1,3.214374542E0
2.001271262E0,-9.603512287E-1,-8.867830038E-1,3.224917412E0
2.006263346E0,-8.943614960E-1,-8.379546404E-1,3.074790001E0
2.011255429E0,-8.076457977E-1,-7.690744400E-1,2.940947533E0
2.016247512E0,-6.292541027E-1,-7.135000229E-1,2.756244659E0
2.021239596E0,-3.503837585E-1,-6.945329905E-1,2.515726089E0
2.026231679E0,-1.912541389E-1,-6.540867090E-1,2.224050522E0
2.031223762E0,1.616740227E-2,-5.772600174E-1,1.809692383E0
2.036215846E0,1.572782993E-1,-4.441559315E-1,1.377841949E0
2.041207929E0,2.256472111E-1,-3.401715755E-1,1.009007454E0
2.046200012E0,8.512449265E-2,-1.644935608E-1,8.454608917E-1
2.051192096E0,5.649805069E-3,3.975176811E-2,7.807874680E-1
2.056184179E0,-2.443468571E-1,3.055436611E-1,8.859319687E-1
2.061176262E0,-4.257688522E-1,4.599955082E-1,1.060420990E0
2.066168346E0,-3.081810474E-1,4.838809967E-1,1.242571831E0
2.071160429E0,1.322269440E-2,3.628797531E-1,1.394640923E0
2.076152512E0,3.366940022E-1,9.353518486E-2,1.450758934E0
2.081144596E0,5.598838329E-1,-7.981824875E-2,1.531228065E0
2.086136679E0,4.124099016E-1,-5.751824379E-2,1.517103195E0
2.091128762E0,3.260852098E-1,-1.504883766E-1,1.442249298E0
2.096120846E0,3.828608990E-1,-3.247821331E-1,1.311686516E0
2.101112929E0,4.060521126E-1,-4.985880852E-1,1.201895714E0
2.106105012E0,2.760406733E-1,-5.763671398E-1,1.127035141E0
2.111097096E0,7.409071922E-2,-6.345593929E-1,9.769601822E-1
2.116089179E0,-8.813619614E-3,-7.207722664E-1,8.328952789E-1
2.121081262E0,1.753163338E-2,-8.252465725E-1,7.043132782E-1
2.126073346E0,4.847288132E-3,-9.526500702E-1,5.768136978E-1
2.131065429E0,5.875182152E-2,-1.069432616E0,4.456739426E-1
2.136057512E0,1.318129301E-1,-1.151701212E0,3.205432892E-1
2.141049596E0,2.003360987E-1,-1.242671490E0,1.967182159E-1
2.146041679E0,1.729465723E-1,-1.337756038E0,1.648864746E-1
2.151033762E0,1.100856066E-1,-1.422719479E0,4.768085480E-2
2.156025846E0,-1.210737228E-2,-1.411740899E0,3.643226624E-2
2.161017929E0,3.308143616E-1,-1.520171165E0,-1.559629440E-1
2.166010012E0,4.723681211E-1,-1.599968076E0,-2.092161179E-1
2.171002096E0,4.011465311E-1,-1.694555879E0,-3.868350983E-1
2.175994179E0,1.016187668E-2,-1.674830556E0,-6.270284653E-1
2.180986262E0,-4.855358601E-1,-1.626847148E0,-8.630056381E-1
2.185978346E0,-5.644087791E-1,-1.588337898E0,-1.013612747E0
2.190970429E0,-6.277132034E-2,-1.697134137E0,-1.136083603E0
2.195962512E0,4.468272924E-1,-1.842287302E0,-1.177684784E0
2.200954596E0,5.258607864E-1,-1.832350731E0,-1.191011429E0
2.205946679E0,3.423359394E-1,-1.748838067E0,-1.171421051E0
2.210938762E0,1.588665247E-1,-1.716131806E0,-1.147836685E0
2.215930846E0,6.522488594E-2,-1.700551867E0,-1.149210930E0
2.220922929E0,8.514785767E-2,-1.711552739E0,-1.170723915E0
2.225915012E0,8.996295929E-2,-1.734740615E0,-1.130971909E0
2.230907096E0,7.528042793E-2,-1.698446155E0,-9.822263718E-1
2.235899179E0,8.357250690E-2,-1.646358013E0,-7.246675491E-1
2.240891262E0,9.020125866E-2,-1.555324316E0,-4.110107422E-1
2.245883346E0,1.137555838E-1,-1.459744096E0,-8.419227600E-2
2.250875429E0,1.540836096E-1,-1.451157212E0,1.986684799E-1
2.255867512E0,2.256684303E-1,-1.501639724E0,4.810457230E-1
2.260859596E0,2.806252241E-1,-1.559037209E0,7.296810150E-1
2.265851679E0,2.184579372E-1,-1.585624695E0,8.922405243E-1
2.270843762E0,1.019268036E-1,-1.586543083E0,9.738988876E-1
2.275835846E0,-1.200079918E-3,-1.604819059E0,1.022786140E0
2.280827929E0,5.774760246E-2,-1.583101511E0,1.086903572E0
2.285820065E0,1.311794519E-1,-1.597635031E0,1.075537682E0
2.290812200E0,-2.918636799E-2,-1.562669873E0,1.098914146E0
2.295804335E0,-2.265057564E-1,-1.473353624E0,1.042324066E0
2.300796471E0,-2.360278368E-1,-1.443838358E0,9.153108597E-1
2.305788606E0,-1.821846962E-1,-1.430546045E0,7.465887070E-1
2.310780742E0,-1.555444002E-1,-1.437554479E0,5.695343018E-1
2.315772877E0,-1.512217522E-1,-1.407070041E0,4.413604736E-1
2.320765012E0,-2.026008368E-1,-1.338732004E0,2.901325226E-1
2.325757148E0,-8.010792732E-2,-1.279843807E0,7.748317719E-2
2.330749283E0,-1.191030741E-1,-1.248898506E0,-1.012201309E-1
2.335741419E0,-4.250376225E-1,-1.097629547E0,-2.557783127E-1
2.340733554E0,-5.148520470E-1,-9.164392948E-1,-4.151821136E-1
2.345725690E0,-3.748416901E-1,-8.242888451E-1,-5.080060959E-1
2.350717825E0,-2.392258644E-1,-8.016583920E-1,-6.395406723E-1
2.355709960E0,-1.599590778E-1,-7.666716576E-1,-7.142448425E-1
2.360702096E0,-1.557359695E-1,-7.384023666E-1,-7.322349548E-1
2.365694231E0,-2.025014162E-1,-7.074317932E-1,-6.458091736E-1
2.370686367E0,-2.764567137E-1,-6.501698494E-1,-6.080331802E-1
2.375678502E0,-3.250356913E-1,-6.527600288E-1,-6.379079819E-1
2.380670637E0,-2.957266569E-1,-6.769020557E-1,-6.444902420E-1
2.385662773E0,-2.846000195E-1,-6.512897015E-1,-5.895099640E-1
2.390654908E0,-2.823160887E-1,-6.241593361E-1,-5.016775131E-1
2.395647044E0,-2.889887094E-1,-6.247301102E-1,-4.716634750E-1
2.400639179E0,-2.479496002E-1,-6.484427452E-1,-4.181289673E-1
2.405631315E0,-2.266894579E-1,-6.524469852E-1,-3.459091187E-1
2.410623450E0,-2.544534206E-1,-6.611492634E-1,-2.501850128E-1
2.415615585E0,-3.316326141E-1,-6.701478958E-1,-6.881809235E-2
2.420607721E0,-4.108232260E-1,-6.943714619E-1,1.217088699E-1
2.425599856E0,-4.777035713E-1,-7.295787334E-1,3.120470047E-1
2.430591992E0,-5.078772306E-1,-7.953524590E-1,4.642581940E-1
2.435584127E0,-5.344519615E-1,-8.442003727E-1,5.834197998E-1
2.440576262E0,-5.572366714E-1,-8.809523582E-1,5.979709625E-1
2.445568398E0,-6.094138622E-1,-8.720631599E-1,5.845937729E-1
2.450560533E0,-6.622420549E-1,-8.319289684E-1,5.959119797E-1
2.455552669E0,-6.538548470E-1,-7.987043858E-1,5.887842178E-1
2.460544752E0,-5.793714523E-1,-8.008384705E-1,5.393257141E-1
2.465536835E0,-4.720551968E-1,-7.901792526E-1,4.666862488E-1
2.470528919E0,-3.697539568E-1,-7.661375999E-1,3.325204849E-1
2.475521002E0,-3.289840221E-1,-7.234191895E-1,1.607599258E-1
2.480513085E0,-3.349696398E-1,-7.042744160E-1,-2.967929840E-2
2.485505169E0,-3.780667782E-1,-7.316761017E-1,-2.008981705E-1
2.490497252E0,-4.489941597E-1,-7.522561550E-1,-3.532953262E-1
2.495489335E0,-5.044451952E-1,-7.560055256E-1,-4.727458954E-1
2.500481419E0,-4.772300720E-1,-7.903463840E-1,-4.925470352E-1
2.505473502E0,-4.678899050E-1,-7.834997177E-1,-4.368276596E-1
2.510465585E0,-4.906126261E-1,-7.549893856E-1,-3.390502930E-1
2.515457669E0,-5.262000561E-1,-7.577977180E-1,-1.895923615E-1
2.520449752E0,-5.609692335E-1,-7.734150887E-1,2.595329285E-2
2.525441835E0,-5.238628387E-1,-8.264856339E-1,2.598972321E-1
2.530433919E0,-4.777969122E-1,-8.602743149E-1,5.028419495E-1
2.535426002E0,-4.421602488E-1,-8.324275017E-1,6.976423264E-1
2.540418085E0,-3.547202349E-1,-7.772591114E-1,8.925085068E-1
2.545410169E0,-2.776122093E-1,-7.335727215E-1,1.030326843E0
2.550402252E0,-2.204372883E-1,-6.682887077E-1,1.173499107E0
2.555394335E0,-1.303800344E-1,-6.055729389E-1,1.217008591E0
2.560386419E0,5.020177364E-2,-6.075208187E-1,1.137204170E0
2.565378502E0,-3.920912743E-3,-5.639712811E-1,1.096764565E0
2.570370585E0,-1.539705992E-1,-4.893105030E-1,1.057341576E0
2.575362669E0,-1.755076647E-1,-4.548351765E-1,1.018707275E0
2.580354752E0,-1.311596632E-1,-4.603879452E-1,9.760293961E-1
2.585346835E0,-2.004981041E-3,-4.530897141E-1,9.674587250E-1
2.590338919E0,6.378233433E-2,-4.186739922E-1,9.595317841E-1
2.595331002E0,1.002192497E-1,-3.475656509E-1,9.188375473E-1
2.600323085E0,1.077150106E-1,-2.685940266E-1,8.933315277E-1
2.605315169E0,1.533932090E-1,-2.149257660E-1,8.016395569E-1
2.610307252E0,2.323804498E-1,-2.052450180E-1,6.771841049E-1
2.615299335E0,3.158194423E-1,-1.720240116E-1,5.054464340E-1
2.620291419E0,3.513621688E-1,-1.433541775E-1,3.340520859E-1
2.625283502E0,3.296428323E-1,-8.999323845E-2,1.866521835E-1
2.630275585E0,2.840490937E-1,-1.622438431E-2,6.291866302E-2
2.635267669E0,2.722623944E-1,3.053331375E-2,-3.258895874E-2
2.640259752E0,2.374974489E-1,6.986379623E-2,-8.573150635E-2
2.645251835E0,1.659291983E-1,5.879449844E-2,-5.833911896E-2
2.650243919E0,7.676869631E-2,4.042100906E-2,1.118564606E-2
2.655236002E0,-6.346702576E-3,-9.331226349E-3,6.544780731E-2
2.660228085E0,-8.827459812E-2,-8.588647842E-2,1.571502686E-1
2.665220169E0,-1.735659838E-1,-1.609473228E-1,2.625436783E-1
2.670212252E0,-2.623085976E-1,-2.014913559E-1,3.913469315E-1
2.675204335E0,-2.973512411E-1,-2.368299961E-1,5.150880814E-1
2.680196419E0,-3.699271083E-1,-2.817480564E-1,6.004934311E-1
2.685188502E0,-4.898720384E-1,-2.839906216E-1,6.573219299E-1
2.690180585E0,-5.472177267E-1,-2.629482746E-1,6.379241943E-1
2.695172669E0,-4.513192773E-1,-2.715508938E-1,5.521507263E-1
2.700164752E0,-2.696785927E-1,-3.046510220E-1,4.764146805E-1
2.705156835E0,-1.367907524E-1,-2.997076511E-1,3.435611725E-1
2.710148919E0,-1.340473890E-1,-2.134337425E-1,2.299757004E-1
2.715141002E0,-1.565387249E-1,-1.459946632E-1,1.115026474E-1
2.720133085E0,-9.915733337E-2,-8.752202988E-2,5.013942719E-2
2.725125169E0,-1.954090595E-2,-3.279829025E-2,1.688003540E-2
2.730117252E0,7.312673330E-2,-1.986217499E-2,6.419277191E-2
2.735109335E0,1.365892291E-1,-2.007532120E-2,1.251478195E-1
2.740101419E0,1.047438383E-1,-1.434946060E-2,2.237110138E-1
2.745093502E0,1.662105322E-2,-2.688455582E-2,3.456754684E-1
2.750085585E0,-7.967644930E-2,-9.141159058E-2,4.672679901E-1
2.755077669E0,-1.456236839E-1,-2.033944130E-1,5.839004517E-1
2.760069752E0,-1.905850768E-1,-3.056788445E-1,6.383876801E-1
2.765061835E0,-2.288482785E-1,-3.697957993E-1,6.452827454E-1
2.770053919E0,-3.075817227E-1,-4.293625355E-1,5.856533051E-1
2.775046002E0,-3.448181748E-1,-5.083930492E-1,4.788465500E-1
2.780038085E0,-3.975124359E-1,-6.260197163E-1,3.106794357E-1
2.785030169E0,-4.803264737E-1,-7.054791451E-1,1.145839691E-1
2.790022252E0,-5.796797276E-1,-7.800989151E-1,-1.334571838E-1
2.795014335E0,-6.534951329E-1,-8.497238159E-1,-3.666009903E-1
2.800006419E0,-6.925373077E-1,-9.141283035E-1,-6.041345596E-1
2.804998502E0,-7.075062394E-1,-9.682233334E-1,-7.650585175E-1
2.809990585E0,-7.428814769E-1,-1.007158518E0,-9.166135788E-1
2.814982669E0,-7.466866374E-1,-1.040343046E0,-1.039860725E0
2.819974752E0,-7.527559996E-1,-1.053413630E0,-1.120571613E0
2.824966835E0,-7.184305787E-1,-1.075096846E0,-1.144521236E0
2.829958919E0,-7.015021443E-1,-1.067229033E0,-1.150044918E0
2.834951054E0,-6.687307954E-1,-1.044122934E0,-1.165925503E0
2.839943190E0,-5.914872289E-1,-1.034497023E0,-1.173021793E0
2.844935325E0,-4.792224765E-1,-1.009632349E0,-1.085293293E0
2.849927460E0,-2.741997242E-1,-1.008048296E0,-9.839820862E-1
2.854919596E0,-1.286900640E-1,-9.487700462E-1,-8.545093536E-1
2.859911731E0,1.985126734E-2,-9.134593010E-1,-7.015104294E-1
2.864903867E0,1.567649841E-1,-8.353567123E-1,-5.727396011E-1
2.869896002E0,2.626565099E-1,-7.336916924E-1,-4.872741699E-1
2.874888137E0,4.381921887E-1,-6.468579769E-1,-4.067020416E-1
2.879880273E0,7.550964952E-1,-6.225473881E-1,-3.310298920E-1
2.884872408E0,1.060102463E0,-6.175920963E-1,-2.698230743E-1
2.889864544E0,1.306058407E0,-6.173398495E-1,-2.231311798E-1
2.894856679E0,1.412359715E0,-5.642149448E-1,-1.575241089E-1
2.899848815E0,1.370873451E0,-4.247121811E-1,-1.303701401E-1
2.904840950E0,1.297667027E0,-2.801733017E-1,-1.176671982E-1
2.909833085E0,1.256002903E0,-1.737012863E-1,-1.623182297E-1
2.914825221E0,1.337629557E0,-1.719365120E-1,-2.117090225E-1
2.919817356E0,1.409063339E0,-2.125167847E-1,-2.658405304E-1
2.924809492E0,1.456353188E0,-2.713236809E-1,-3.295564651E-1
2.929801627E0,1.388558626E0,-3.435039520E-1,-4.172296524E-1
2.934793762E0,1.263007879E0,-3.954520226E-1,-4.954376221E-1
2.939785898E0,1.126682758E0,-4.318265915E-1,-5.882377625E-1
2.944778033E0,9.739722013E-1,-5.194599628E-1,-7.148332596E-1
2.949770169E0,9.333309531E-1,-6.483461857E-1,-8.371410370E-1
2.954762304E0,8.700597286E-1,-7.274999619E-1,-9.217863083E-1
2.959754440E0,7.112529874E-1,-7.571301460E-1,-9.592781067E-1
2.964746575E0,4.800987244E-1,-7.375040054E-1,-9.974536896E-1
2.969738710E0,3.000677228E-1,-6.831750870E-1,-1.002842903E0
2.974730846E0,2.420030832E-1,-6.325182915E-1,-1.004191399E0
2.979722981E0,3.049734831E-1,-5.569846630E-1,-8.676309586E-1
2.984715117E0,4.360839128E-1,-4.475486279E-1,-7.987012863E-1
2.989707252E0,5.929585099E-1,-3.811752796E-1,-7.109727859E-1
2.994699387E0,7.857829928E-1,-3.198769093E-1,-6.281671524E-1
2.999691523E0,1.005188942E0,-2.543272972E-1,-5.692567825E-1
3.004683658E0,1.204148650E0,-1.938996315E-1,-5.772638321E-1
3.009675794E0,1.292228699E0,-1.049022675E-1,-5.661134720E-1
3.014667929E0,1.322143793E0,-2.547216415E-2,-5.550346375E-1
3.019660065E0,1.351273298E0,3.050899506E-2,-5.633640289E-1
3.024652148E0,1.211310267E0,1.157736778E-1,-4.955596924E-1
3.029644231E0,1.146084905E0,2.063493729E-1,-4.282255173E-1
3.034636315E0,1.007735491E0,2.208180428E-1,-3.373489380E-1
3.039628398E0,9.545549750E-1,2.645139694E-1,-2.898797989E-1
3.044620481E0,9.295425415E-1,2.704639435E-1,-2.092247009E-1
3.049612565E0,7.847120762E-1,2.912635803E-1,-1.001710892E-1
3.054604648E0,6.633617282E-1,2.263436317E-1,4.685783386E-2
3.059596731E0,5.944148302E-1,1.952676773E-1,2.223014832E-1
3.064588815E0,5.918767452E-1,1.258025169E-1,4.502286911E-1
3.069580898E0,5.886344910E-1,6.057643890E-2,6.351499557E-1
3.074572981E0,6.045997739E-1,4.262757301E-2,7.006635666E-1
3.079565065E0,5.016512871E-1,3.348207474E-2,7.761201859E-1
3.084557148E0,2.996916175E-1,1.091277599E-1,8.665037155E-1
3.089549231E0,1.327365637E-1,1.544816494E-1,9.623041153E-1
3.094541315E0,5.807770789E-2,2.029056549E-1,1.030097008E0
3.099533398E0,6.182619929E-2,2.445940971E-1,1.055685997E0
3.104525481E0,1.206701398E-1,2.554621696E-1,1.053559303E0
3.109517565E0,2.443736494E-1,2.163915634E-1,1.004644394E0
3.114509648E0,3.896269500E-1,1.898059845E-1,9.089097977E-1
3.119501731E0,4.601538777E-1,2.476365566E-1,7.806444168E-1
3.124493815E0,4.747796655E-1,2.608084679E-1,6.150436401E-1
3.129485898E0,6.582775116E-1,1.532883644E-1,3.594055176E-1
3.134477981E0,6.992271543E-1,8.374810219E-2,1.235094070E-1
3.139470065E0,4.959795475E-1,1.001079082E-1,-1.940727234E-3
3.144462148E0,2.771080732E-1,2.020773888E-1,6.897830963E-2
3.149454231E0,1.563473791E-1,3.558154106E-1,2.499895096E-1
3.154446315E0,1.815891266E-1,4.554994106E-1,4.073104858E-1
3.159438398E0,2.628089190E-1,4.384114742E-1,5.317192078E-1
3.164430481E0,4.106245637E-1,3.998425007E-1,6.378517151E-1
3.169422565E0,5.349367261E-1,2.200739384E-1,6.828241348E-1
3.174414648E0,5.742999911E-1,1.002242565E-1,6.906080246E-1
3.179406731E0,4.999529421E-1,6.419396400E-2,6.325378418E-1
3.184398815E0,4.120089710E-1,2.129364014E-2,5.277242661E-1
3.189390898E0,3.249360621E-1,-1.847958565E-2,3.665018082E-1
3.194382981E0,2.819060385E-1,-7.837533951E-2,1.630182266E-1
3.199375065E0,1.967820525E-1,-1.002867222E-1,-3.994083405E-2
3.204367148E0,9.344881773E-2,-1.363472939E-1,-2.282657623E-1
3.209359231E0,2.460076287E-2,-1.428987980E-1,-4.405021667E-1
3.214351315E0,-1.196717694E-1,-1.671917439E-1,-6.051807404E-1
3.219343398E0,2.868175805E-1,-2.469825745E-1,-8.086509705E-1
3.224335481E0,3.447605669E-1,-2.908787727E-1,-9.411144257E-1
3.229327565E0,2.744092345E-1,-3.370018005E-1,-1.002775192E0
3.234319648E0,2.090934515E-1,-2.945618629E-1,-1.031979561E0
3.239311731E0,-4.540411830E-1,-1.255476475E-1,-1.033523560E0
3.244303815E0,-1.446673274E0,-3.613138199E-2,-6.965084076E-1
3.249295898E0,-6.522551179E-1,-1.696288586E-1,-7.338390350E-1
3.254287981E0,1.818581671E-2,-3.203849792E-1,-4.993762970E-1
3.259280065E0,6.817072630E-1,-6.320102215E-1,-4.667491913E-1
3.264272148E0,1.560039043E0,-9.036211967E-1,-3.247890472E-1
3.269264231E0,1.324331045E0,-6.866018772E-1,-7.331943512E-2
3.274256315E0,1.179910183E0,-4.606084824E-1,1.300783157E-1
3.279248398E0,9.919009209E-1,-3.452801704E-1,2.424888611E-1
3.284240481E0,9.469835758E-1,-3.162636757E-1,2.591466904E-1
3.289232565E0,7.811837792E-1,-1.584246159E-1,3.619461060E-1
3.294224648E0,5.141900182E-1,3.686928749E-2,4.505071640E-1
3.299216731E0,3.812429011E-1,1.883771420E-1,5.391521454E-1
3.304208815E0,3.735559285E-1,1.765904427E-1,5.561828613E-1
3.309200898E0,5.162886381E-1,-5.557107925E-2,5.351505280E-1
3.314192981E0,7.341751456E-1,-2.159411907E-1,4.712390900E-1
3.319185065E0,8.981981874E-1,-2.853684425E-1,3.979167938E-1
3.324177148E0,8.596310019E-1,-2.781031132E-1,3.150987625E-1
3.329169231E0,7.088086605E-1,-2.227149010E-1,2.609481812E-1
3.334161315E0,5.359131694E-1,-1.479165554E-1,2.115020752E-1
3.339153398E0,4.505074024E-1,-1.157999039E-1,1.189041138E-1
3.344145481E0,5.532582402E-1,-1.640815735E-1,-5.045509338E-2
3.349137565E0,5.956789255E-1,-2.109851837E-1,-2.009944916E-1
3.354129648E0,4.821151495E-1,-1.753256321E-1,-2.370643616E-1
3.359121731E0,3.366963863E-1,-5.263662338E-2,-2.639284134E-1
3.364113867E0,2.353991270E-1,3.902196884E-3,-2.863521576E-1
3.369106002E0,1.437475979E-1,-1.044487953E-2,-2.995395660E-1
3.374098137E0,1.379655749E-1,-6.215238571E-2,-3.369522095E-1
3.379090273E0,1.841881275E-1,-5.567812920E-2,-3.554649353E-1
3.384082408E0,2.819122076E-1,-1.524925232E-2,-3.311033249E-1
3.389074544E0,3.301470876E-1,1.568055153E-2,-2.733440399E-1
3.394066679E0,3.881790638E-1,1.262235641E-2,-1.950225830E-1
3.399058815E0,5.585335493E-1,-1.191701889E-1,-2.215757370E-1
3.404050950E0,5.555030704E-1,-8.937668800E-2,-2.000026703E-1
3.409043085E0,3.751804829E-1,1.530599594E-1,-3.159904480E-1
3.414035221E0,1.279344857E-1,2.944285870E-1,-4.455766678E-1
3.419027356E0,1.941800117E-2,2.358522415E-1,-3.512029648E-1
3.424019492E0,5.888627470E-2,3.575396538E-2,-2.957830429E-1
3.429011627E0,1.644200087E-1,-1.053864956E-1,-2.219457626E-1
3.434003762E0,3.632611632E-1,-1.975932121E-1,-1.013565063E-1
3.438995898E0,3.030584753E-1,-1.892697811E-1,7.043743134E-2
3.443988033E0,2.281647921E-1,-1.151931286E-1,3.170490265E-1
3.448980169E0,2.526705861E-1,-7.613801956E-2,4.908638000E-1
3.453972304E0,3.047563136E-1,-9.131622314E-2,6.164445877E-1
3.458964440E0,4.083386064E-1,-1.127874851E-1,6.514616013E-1
3.463956575E0,4.404609799E-1,-7.857489586E-2,6.535873413E-1
3.468948710E0,3.788363338E-1,-1.279973984E-2,6.800613403E-1
3.473940846E0,5.997571945E-1,-2.949881554E-2,5.976524353E-1
3.478932981E0,5.125374198E-1,-9.412050247E-3,5.830316544E-1
3.483925117E0,4.041316807E-1,1.865291595E-2,5.786447525E-1
3.488917252E0,2.977191806E-1,8.311319351E-2,5.464067459E-1
3.493909387E0,1.691181660E-1,8.868432045E-2,4.153194427E-1
3.498901523E0,9.033185244E-2,1.309664249E-1,2.384052277E-1
3.503893658E0,-1.251856089E0,2.862377167E-1,1.393432617E-1
3.508885794E0,-1.335447431E0,7.870960236E-2,1.887426376E-1
3.513877929E0,-6.318156123E-1,-2.560620308E-1,4.804182053E-1
3.518870065E0,-1.233731508E-1,-2.575898170E-1,8.133153915E-1
3.523862200E0,-1.912617087E-1,-1.069080830E-1,1.131059647E0
3.528854335E0,-2.325268686E-1,-1.388814449E-1,1.158867836E0
3.533846471E0,-7.642945647E-2,-2.385258675E-1,1.141562462E0
3.538838606E0,1.147673726E-1,-4.194393158E-1,9.323596954E-1
3.543830690E0,2.183468938E-1,-5.277814865E-1,5.229454041E-1
3.548822773E0,2.140544653E-1,-4.722535610E-1,5.216979980E-2
3.553814856E0,2.474358678E-1,-3.807501793E-1,-4.989995956E-1
3.558806940E0,2.763514519E-1,-3.319709301E-1,-1.069083214E0
3.563799023E0,3.018528819E-1,-3.786602020E-1,-1.479065418E0
3.568791106E0,4.679570496E-1,-4.118561745E-1,-1.722451687E0
3.573783190E0,6.327274442E-1,-5.122890472E-1,-1.728267193E0
3.578775273E0,7.114647627E-1,-6.278464794E-1,-1.410824299E0
3.583767356E0,9.063679576E-1,-8.266956806E-1,-1.004646301E0
3.588759440E0,8.144749403E-1,-8.136394024E-1,-6.815090179E-1
3.593751523E0,7.091228366E-1,-9.065232277E-1,-2.299804688E-1
3.598743606E0,7.776000500E-1,-1.041153908E0,4.181566238E-1
3.603735690E0,9.810920358E-1,-1.159039497E0,1.130582809E0
3.608727773E0,6.209350228E-1,-1.532102108E0,-2.587909698E-1
3.613719856E0,-7.953470945E-2,-1.258085012E0,-2.672904968E0
3.618711940E0,-5.936180949E-1,8.625507355E-3,-6.012582779E-1
3.623704023E0,-5.054690838E-1,7.483830452E-1,-4.025220871E-1
3.628696106E0,3.451894522E-1,7.215156555E-1,-1.195757389E0
3.633688190E0,1.100229740E0,7.677388191E-1,-9.961891174E-1
3.638680273E0,1.787660837E0,8.555598259E-1,-8.706550598E-1
3.643672356E0,2.380555868E0,7.692031860E-1,-9.669122696E-1
3.648664440E0,2.961469173E0,7.240118980E-1,-9.689388275E-1
3.653656523E0,3.688148737E0,7.537760735E-1,-1.073121071E0
3.658648606E0,2.744442940E0,1.059166908E0,-9.970655441E-1
3.663640690E0,1.902732253E0,1.146601200E0,-9.127464294E-1
3.668632773E0,1.601897001E0,1.178607464E0,-7.387762070E-1
3.673624856E0,1.361873150E0,1.154976368E0,-5.278263092E-1
3.678616940E0,1.388236403E0,9.082312584E-1,-3.850440979E-1
3.683609023E0,1.331005216E0,4.761009216E-1,-7.087039948E-2
3.688601106E0,8.811554909E-1,1.108365059E-1,2.240562439E-1
3.693593190E0,1.205626011E0,-2.309713364E-1,2.798995972E-1
3.698585273E0,7.746489048E-1,-2.149553299E-1,3.363704681E-1
3.703577356E0,3.022665977E-1,-2.672109604E-1,3.409147263E-1
3.708569440E0,-5.932974815E-2,-2.874233723E-1,3.988208771E-1
3.713561523E0,-2.011700869E-1,-2.612123489E-1,3.903484344E-1
3.718553606E0,-1.857071519E-1,-2.267827988E-1,3.203105927E-1
3.723545690E0,-8.000349998E-2,-2.509427071E-1,2.317581177E-1
3.728537773E0,1.459201574E-1,-2.470865250E-1,1.246166229E-1
3.733529856E0,1.009310484E-1,-2.099027634E-1,-2.995777130E-2
3.738521940E0,4.021484256E-1,-2.539718151E-1,2.294540405E-3
3.743514023E0,3.605390191E-1,-2.686235905E-1,-8.041763306E-2
3.748506106E0,-6.196868420E-2,-2.963244915E-1,3.881454468E-3
3.753498190E0,-4.397171140E-1,-2.795383930E-1,1.018457413E-1
3.758490273E0,-8.209004998E-1,-4.047887325E-1,2.708053589E-1
3.763482356E0,-8.296903968E-1,-5.000605583E-1,5.249967575E-1
3.768474440E0,-8.699716330E-1,-5.039787292E-1,7.784309387E-1
3.773466523E0,-8.896067739E-1,-4.796152115E-1,1.040998459E0
3.778458606E0,-8.889036179E-1,-3.226616383E-1,1.303503036E0
