"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.826877425E2,3.367768526E-1,1.424170494E0,-2.245301247E0
1.826927345E2,4.222441912E-1,1.774214745E0,-2.350501299E0
1.826977265E2,4.884995818E-1,2.152786255E0,-2.519060373E0
1.827027185E2,5.636721849E-1,2.502356529E0,-2.707736254E0
1.827077105E2,7.521963120E-1,2.875439644E0,-2.796782017E0
1.827127024E2,1.092714310E0,3.233756065E0,-2.809669495E0
1.827176944E2,1.116461873E0,3.385895729E0,-2.702398777E0
1.827226864E2,1.196258903E0,3.499217987E0,-2.464208364E0
1.827276784E2,1.298453331E0,3.554439545E0,-2.156146526E0
1.827326704E2,1.222132802E0,3.685384750E0,-1.839422107E0
1.827376623E2,1.111186624E0,3.872800827E0,-1.556651235E0
1.827426543E2,9.421731234E-1,4.054603577E0,-1.313189149E0
1.827476463E2,4.819016457E-1,4.331642151E0,-1.053380251E0
1.827526383E2,-2.539185286E-1,4.637314796E0,-8.752588034E-1
1.827576303E2,-1.072884560E0,4.909894943E0,-6.571495533E-1
1.827626223E2,-1.974214792E0,5.073245049E0,-1.475899220E-1
1.827676143E2,-2.823040962E0,5.371475220E0,8.300166130E-1
1.827726064E2,-3.714165211E0,5.741937637E0,2.349416733E0
1.827775984E2,-4.470227718E0,5.806139946E0,4.036143303E0
1.827825904E2,-4.904414654E0,6.300418854E0,5.539818764E0
1.827875824E2,-5.111551285E0,6.219611168E0,6.595682621E0
1.827925745E2,-4.968035698E0,5.621662140E0,7.109426498E0
1.827975665E2,-4.379154682E0,4.516953468E0,7.027884960E0
1.828025585E2,-3.519371510E0,3.241180420E0,6.674149513E0
1.828075506E2,-2.535037518E0,2.024414062E0,6.327039719E0
1.828125426E2,-1.390644312E0,1.053292274E0,6.274928570E0
1.828175346E2,-1.690936089E-1,6.240758896E-1,6.553995132E0
1.828225267E2,9.471333027E-1,7.791023254E-1,6.943243504E0
1.828275187E2,1.771658897E0,1.321468353E0,7.457364082E0
1.828325107E2,2.362838745E0,2.045058250E0,7.704362392E0
1.828375028E2,2.793827057E0,2.571954727E0,7.732417583E0
1.828424948E2,3.032297373E0,3.069972992E0,7.426462173E0
1.828474868E2,3.155457973E0,3.309712410E0,6.834275246E0
1.828524789E2,3.331669092E0,3.358593941E0,5.898526192E0
1.828574709E2,3.317953587E0,3.350888252E0,4.791816235E0
1.828624629E2,3.076292038E0,3.324862480E0,3.577079296E0
1.828674549E2,2.716424227E0,3.170381546E0,2.350909472E0
1.828724470E2,2.257281065E0,3.073962212E0,1.190768003E0
1.828774390E2,1.808383942E0,2.887007713E0,1.601581573E-1
1.828824310E2,1.522779226E0,2.585524559E0,-7.397627831E-1
1.828874231E2,1.319307327E0,2.159963608E0,-1.431610465E0
1.828924151E2,1.078868032E0,1.667841911E0,-1.886407137E0
1.828974071E2,6.919305325E-1,1.109190941E0,-2.060835838E0
1.829023992E2,2.835319638E-1,4.361429214E-1,-2.035418510E0
1.829073912E2,-7.904565334E-2,-2.270383835E-1,-1.808812261E0
1.829123832E2,-4.246288538E-1,-6.797208786E-1,-1.537784934E0
1.829173753E2,-7.008976936E-1,-1.036959648E0,-1.418478251E0
1.829223673E2,-8.374383450E-1,-1.427829742E0,-1.251716256E0
1.829273593E2,-6.492524147E-1,-2.057634830E0,-1.088220239E0
1.829323514E2,-4.190236330E-1,-2.777396679E0,-9.021357894E-1
1.829373434E2,-3.808320761E-1,-3.405018806E0,-6.614571214E-1
1.829423354E2,-3.621106148E-1,-3.997907162E0,-3.716255426E-1
1.829473274E2,-3.909562826E-1,-4.584714413E0,-7.109224796E-2
1.829523195E2,-4.284852743E-1,-5.088917732E0,2.835608721E-1
1.829573115E2,-5.507009029E-1,-5.572834492E0,5.782567263E-1
1.829623035E2,-7.381707430E-1,-5.945701122E0,7.324999571E-1
1.829672956E2,-9.715939760E-1,-6.236441612E0,8.285058737E-1
1.829722876E2,-1.112126946E0,-6.445239067E0,8.001009226E-1
1.829772796E2,-1.346178412E0,-6.577009201E0,6.527061462E-1
1.829822717E2,-1.520991087E0,-6.679798126E0,4.922255278E-1
1.829872638E2,-1.674864650E0,-6.734591484E0,3.240755796E-1
1.829922559E2,-1.822075367E0,-6.765358448E0,1.293169260E-1
1.829972480E2,-1.962586403E0,-6.652575493E0,-7.748484612E-2
1.830022400E2,-2.053306103E0,-6.535089493E0,-2.771404982E-1
1.830072321E2,-2.061009407E0,-6.412841797E0,-5.275094509E-1
1.830122242E2,-2.019162416E0,-6.194814682E0,-7.814779282E-1
1.830172163E2,-1.923041344E0,-5.938339710E0,-9.539520741E-1
1.830222084E2,-1.883554459E0,-5.676978111E0,-1.016939640E0
1.830272005E2,-1.552404523E0,-5.396509647E0,-1.052075505E0
1.830321925E2,-9.829001427E-1,-5.111413956E0,-1.025615931E0
1.830371846E2,-4.001168013E-1,-4.807408810E0,-9.707807302E-1
1.830421767E2,-9.997606277E-3,-4.384165287E0,-1.011838078E0
1.830471688E2,5.458557606E-1,-3.894555092E0,-1.005174637E0
1.830521609E2,1.042748451E0,-3.348145008E0,-1.027636528E0
1.830571530E2,1.552482128E0,-2.792791843E0,-1.074758768E0
1.830621450E2,2.036971807E0,-2.276214600E0,-1.027571440E0
1.830671371E2,2.438799858E0,-1.779179096E0,-1.011055708E0
1.830721292E2,3.069514751E0,-1.306274414E0,-9.012005329E-1
1.830771213E2,3.374833345E0,-8.333463669E-1,-8.610520363E-1
1.830821134E2,3.398140907E0,-3.795070648E-1,-7.998257279E-1
1.830871055E2,3.502905846E0,4.080200195E-2,-5.976379514E-1
1.830920975E2,3.645989895E0,4.036569595E-1,-4.216195345E-1
1.830970896E2,3.755703926E0,7.090587616E-1,-1.897739172E-1
1.831020817E2,3.803082943E0,1.004726410E0,2.683818340E-2
1.831070738E2,3.797568321E0,1.233129501E0,1.619650126E-1
1.831120658E2,3.810986042E0,1.470749855E0,3.217197657E-1
1.831170579E2,3.766633987E0,1.674387932E0,3.871541023E-1
1.831220499E2,3.784185886E0,1.949264526E0,3.346997499E-1
1.831270419E2,3.825503349E0,2.228377342E0,1.358008385E-1
1.831320340E2,3.790201664E0,2.516586304E0,-2.289290428E-1
1.831370260E2,3.673652649E0,2.842645645E0,-5.396575928E-1
1.831420180E2,3.624107361E0,3.086947441E0,-8.683583736E-1
1.831470100E2,3.593534946E0,3.225666046E0,-1.157738447E0
1.831520021E2,3.514777422E0,3.349717140E0,-1.383741856E0
1.831569941E2,3.421396255E0,3.363418579E0,-1.526980996E0
1.831619861E2,3.284216404E0,3.228446007E0,-1.620628238E0
1.831669782E2,3.174590588E0,3.021336555E0,-1.654934525E0
1.831719702E2,3.010851383E0,2.837693214E0,-1.610633969E0
1.831769622E2,2.835802317E0,2.801623344E0,-1.420160174E0
1.831819543E2,2.659139633E0,2.788480759E0,-1.221490145E0
1.831869463E2,2.419146299E0,2.745633125E0,-1.047324419E0
1.831919383E2,1.962827206E0,2.797342300E0,-9.255387783E-1
1.831969304E2,1.529311180E0,2.885948181E0,-8.171208501E-1
1.832019224E2,1.190448642E0,3.059238434E0,-6.306816339E-1
1.832069144E2,9.272986650E-1,3.154626846E0,-4.426463842E-1
1.832119065E2,5.533096790E-1,3.177131653E0,-3.332924843E-2
1.832168985E2,6.368327141E-2,3.404331207E0,4.386893511E-1
1.832218905E2,-5.562882423E-1,3.754766464E0,9.434428215E-1
1.832268825E2,-1.196906328E0,4.395818710E0,1.426556349E0
1.832318746E2,-1.930546761E0,5.131189346E0,1.928543091E0
1.832368666E2,-2.500070333E0,5.850775719E0,2.398153782E0
1.832418586E2,-2.371459484E0,6.478012085E0,3.458053589E0
1.832468507E2,-1.401077747E0,6.119137764E0,4.373377323E0
1.832518427E2,-6.156127453E-1,5.512559891E0,4.990875721E0
1.832568347E2,-5.015850067E-1,4.711328506E0,5.307087421E0
1.832618268E2,-7.567873001E-1,3.782509804E0,5.328269482E0
1.832668188E2,-1.352122545E0,2.874343872E0,5.252319336E0
1.832718108E2,-2.388059616E0,2.077412605E0,5.114109993E0
1.832768029E2,-3.687486410E0,1.419992447E0,4.934679031E0
1.832817949E2,-5.217154026E0,1.078536987E0,4.735042572E0
1.832867869E2,-6.599246025E0,9.566898346E-1,4.575109482E0
1.832917790E2,-7.852199554E0,1.001534462E0,4.500833511E0
1.832967710E2,-8.908135414E0,1.337221146E0,4.304626465E0
1.833017630E2,-9.905035973E0,1.848818779E0,3.442189217E0
1.833067550E2,-1.104856777E1,2.349983215E0,1.341589689E0
1.833117471E2,-1.256487083E1,2.764549255E0,-2.496244431E0
1.833167391E2,-1.405023575E1,2.992346764E0,-6.588552952E0
1.833217311E2,-1.404775429E1,2.717597961E0,-7.559686661E0
1.833267232E2,-1.089677620E1,2.548381805E0,-7.504475594E0
1.833317152E2,-7.373098373E0,2.543143272E0,-6.776006222E0
1.833367072E2,-4.818190098E0,2.649268150E0,-5.489009380E0
1.833416993E2,-2.833688974E0,2.689308167E0,-4.080397606E0
1.833466913E2,-1.132944345E0,2.600805283E0,-2.970479488E0
1.833516833E2,1.537587643E-1,2.335869789E0,-2.184663773E0
1.833566754E2,1.144787073E0,1.999800682E0,-1.386188984E0
1.833616674E2,1.867754579E0,1.626079559E0,-5.638073683E-1
1.833666594E2,2.350588322E0,9.946622849E-1,2.756881118E-1
1.833716515E2,2.716214180E0,1.533403397E-1,8.922109604E-1
1.833766435E2,3.040619373E0,-7.447319031E-1,1.333603144E0
1.833816355E2,3.471880436E0,-1.685188770E0,1.604912758E0
1.833866275E2,3.800376415E0,-2.624705791E0,1.716061115E0
1.833916196E2,4.079689026E0,-3.429176331E0,1.801317215E0
1.833966116E2,4.172453403E0,-4.203717232E0,1.861247182E0
1.834016036E2,4.208917141E0,-4.986445427E0,1.814913988E0
1.834065957E2,4.037012577E0,-5.657564163E0,1.810480595E0
1.834115877E2,3.460629940E0,-6.045107841E0,1.756811142E0
1.834165797E2,2.794691086E0,-6.230995178E0,1.668006539E0
1.834215718E2,2.382754803E0,-6.354360580E0,1.591813564E0
1.834265638E2,2.171708584E0,-6.520552635E0,1.523622155E0
1.834315558E2,2.056208849E0,-6.696035385E0,1.497236490E0
1.834365479E2,2.017077208E0,-6.828184605E0,1.359717131E0
1.834415399E2,2.030660868E0,-6.988676071E0,1.187437415E0
1.834465319E2,2.015836239E0,-7.148686409E0,9.944484234E-1
1.834515240E2,1.943867683E0,-7.250812531E0,8.235627413E-1
1.834565160E2,1.852935195E0,-7.290353775E0,6.220242977E-1
1.834615080E2,1.719112158E0,-7.348694801E0,4.377725124E-1
1.834665000E2,1.527954936E0,-7.358901024E0,3.140567541E-1
1.834714921E2,1.231594086E0,-7.239804268E0,2.083162069E-1
1.834764841E2,9.544909000E-1,-6.996430397E0,1.022124290E-1
1.834814761E2,7.780824900E-1,-6.738987446E0,-4.167306423E-2
1.834864682E2,6.736357212E-1,-6.434052467E0,-2.754694819E-1
1.834914602E2,5.361534357E-1,-6.115144730E0,-5.652397275E-1
1.834964522E2,2.987679243E-1,-5.667545795E0,-8.531630039E-1
1.835014443E2,6.648039818E-2,-5.211113930E0,-1.100552201E0
1.835064363E2,2.113223076E-3,-4.769793987E0,-1.287891030E0
1.835114283E2,-1.527864933E-1,-4.099749565E0,-1.457702994E0
1.835164204E2,-2.499066591E-1,-3.387838840E0,-1.748440027E0
1.835214124E2,-2.894343138E-1,-2.725032330E0,-2.083292007E0
1.835264044E2,-3.144527674E-1,-2.101690292E0,-2.452757835E0
1.835313965E2,-3.439832926E-1,-1.546420574E0,-2.789936543E0
1.835363885E2,-4.454098940E-1,-1.083084106E0,-3.143109798E0
1.835413805E2,-4.756138325E-1,-6.589794159E-1,-3.426698685E0
1.835463725E2,-4.108517170E-1,-4.987754822E-1,-3.689109802E0
1.835513646E2,-3.705565929E-1,-2.911243439E-1,-3.888174772E0
1.835563566E2,-4.457218647E-1,-5.037307739E-2,-3.991176128E0
1.835613486E2,-5.123664141E-1,1.564950943E-1,-4.008700848E0
1.835663407E2,-5.707054138E-1,3.774023056E-1,-3.922490358E0
1.835713327E2,-5.299773216E-1,6.362600327E-1,-3.718602657E0
1.835763247E2,-4.091553688E-1,9.474439621E-1,-3.435584545E0
1.835813168E2,-2.318179607E-1,1.181826591E0,-3.059006691E0
1.835863088E2,-8.852088451E-2,1.306041718E0,-2.669766903E0
1.835913008E2,-4.134380817E-2,1.482789993E0,-2.305725574E0
1.835962929E2,-3.275990486E-2,1.625887871E0,-2.023894787E0
1.836012849E2,-4.856407642E-2,1.792680740E0,-1.785452366E0
1.836062769E2,-1.738071442E-2,1.920853615E0,-1.647322893E0
1.836112690E2,3.182280064E-2,2.000865936E0,-1.590327859E0
1.836162610E2,1.710954905E-1,2.095022202E0,-1.614423990E0
1.836212530E2,3.672513962E-1,1.997751236E0,-1.657468796E0
1.836262450E2,4.050220251E-1,2.053646088E0,-1.681316614E0
1.836312371E2,5.709778666E-1,2.066329956E0,-1.733685970E0
1.836362291E2,7.219440937E-1,2.102890968E0,-1.895823002E0
1.836412211E2,7.955275178E-1,2.340199471E0,-2.110066652E0
1.836462132E2,8.537699580E-1,2.682325363E0,-2.338098049E0
1.836512052E2,9.533988833E-1,2.966361046E0,-2.440498352E0
1.836561972E2,1.142172098E0,3.197096825E0,-2.631983042E0
1.836611893E2,1.243230462E0,3.360222816E0,-2.906959772E0
1.836661813E2,1.333030939E0,3.446244240E0,-3.198293686E0
1.836711733E2,1.445051789E0,3.426621437E0,-3.558886528E0
1.836761654E2,1.636948705E0,3.373363495E0,-3.888885975E0
1.836811574E2,1.832536221E0,3.272348404E0,-4.146238804E0
1.836861494E2,1.941788197E0,3.272130013E0,-4.174337387E0
1.836911415E2,1.740864515E0,3.281907082E0,-3.960017681E0
1.836961335E2,1.163597107E0,3.282638550E0,-3.509046555E0
1.837011255E2,5.170791745E-1,3.312694550E0,-2.784065247E0
1.837061175E2,-2.359893322E-1,3.372147560E0,-1.838422775E0
1.837111096E2,-1.176156998E0,3.886593819E0,-6.529061794E-1
1.837161016E2,-2.106514931E0,4.487165451E0,4.190938473E-1
1.837210936E2,-3.012659073E0,5.097066879E0,1.589616418E0
1.837260857E2,-3.713033676E0,5.735119820E0,2.578821898E0
1.837310777E2,-4.193634033E0,6.176210403E0,3.561737537E0
1.837360697E2,-4.397212982E0,6.233843803E0,4.449664593E0
1.837410618E2,-4.348039627E0,5.994442940E0,5.076719761E0
1.837460538E2,-4.151637554E0,5.066274643E0,5.452550888E0
1.837510458E2,-3.804086208E0,4.081564903E0,5.528602600E0
1.837560379E2,-3.387187004E0,3.236716270E0,5.326792240E0
1.837610299E2,-2.858830690E0,2.622618675E0,5.227531433E0
1.837660219E2,-2.268236876E0,2.315635681E0,5.161053181E0
1.837710140E2,-1.525733948E0,2.262856483E0,5.392802715E0
1.837760060E2,-8.140259981E-1,2.291826248E0,5.533330917E0
1.837809980E2,1.487487555E-1,2.522041321E0,5.935304642E0
1.837859900E2,1.085340977E0,2.752432823E0,6.382785320E0
1.837909821E2,1.986708641E0,2.983033180E0,6.823043823E0
1.837959741E2,2.953969002E0,3.247342110E0,7.256567001E0
1.838009661E2,3.902138948E0,3.354101181E0,7.420990944E0
1.838059582E2,4.611838818E0,3.298748016E0,7.159439564E0
1.838109502E2,5.093146324E0,3.019344330E0,6.367445946E0
1.838159422E2,5.140248299E0,2.621335983E0,5.141577721E0
1.838209343E2,4.996259689E0,2.133347511E0,3.846957684E0
1.838259263E2,4.904086113E0,1.583909988E0,2.533185005E0
1.838309183E2,4.859011650E0,1.173791885E0,1.211782932E0
1.838359104E2,4.456486702E0,7.785282135E-1,1.346880198E-2
1.838409025E2,3.272530079E0,4.363155365E-1,-6.872785687E-1
1.838458946E2,2.025620699E0,-1.495580673E-1,-1.066671729E0
1.838508867E2,8.836169839E-1,-8.448657990E-1,-1.545740604E0
1.838558787E2,-2.584204674E-1,-1.419872284E0,-2.081204414E0
1.838608708E2,-1.299858928E0,-1.850748539E0,-2.807087898E0
1.838658629E2,-2.221964359E0,-2.180599213E0,-3.475506544E0
1.838708550E2,-3.007024527E0,-2.399925232E0,-3.916079521E0
1.838758471E2,-3.527453899E0,-2.724032879E0,-4.102223873E0
1.838808392E2,-3.679772854E0,-3.281905174E0,-4.055263519E0
1.838858312E2,-3.355121374E0,-3.848459721E0,-3.666696787E0
1.838908233E2,-2.869709969E0,-4.337599754E0,-3.037625790E0
1.838958154E2,-2.241922379E0,-4.845004559E0,-2.344780207E0
1.839008075E2,-1.810728908E0,-5.308450699E0,-1.697483301E0
1.839057996E2,-1.632936716E0,-5.661032677E0,-1.157381535E0
1.839107917E2,-1.512067080E0,-5.969879627E0,-6.855229139E-1
1.839157837E2,-1.428648233E0,-6.230249405E0,-2.623412609E-1
1.839207758E2,-1.444902539E0,-6.360957146E0,6.014198065E-2
1.839257679E2,-1.512623072E0,-6.352609634E0,3.209152222E-1
1.839307600E2,-1.588724136E0,-6.253226280E0,3.912146091E-1
1.839357521E2,-1.577039361E0,-6.148896217E0,3.907707334E-1
1.839407442E2,-1.591815233E0,-5.924707890E0,4.534518719E-1
1.839457362E2,-1.833700061E0,-5.614207268E0,4.833484292E-1
1.839507283E2,-1.972647905E0,-5.399200916E0,4.752879143E-1
1.839557204E2,-2.004129887E0,-5.222095490E0,5.098716617E-1
1.839607125E2,-2.144085407E0,-5.015916824E0,5.003650784E-1
1.839657046E2,-2.077515125E0,-4.842954159E0,5.180820227E-1
1.839706967E2,-2.001432419E0,-4.564568043E0,5.052523613E-1
1.839756887E2,-1.735152364E0,-4.200243950E0,4.907324314E-1
1.839806808E2,-1.251199484E0,-3.678566456E0,3.166126609E-1
1.839856729E2,-6.605043411E-1,-3.138578415E0,1.168296933E-1
1.839906650E2,1.241588593E-2,-2.594769001E0,-1.326847672E-1
1.839956570E2,8.249018192E-1,-2.181066513E0,-4.415004253E-1
1.840006491E2,1.705284357E0,-1.849463463E0,-6.803454161E-1
1.840056411E2,2.597004890E0,-1.427519321E0,-8.491150737E-1
1.840106331E2,3.319146633E0,-9.964532852E-1,-9.001513720E-1
1.840156252E2,3.843524456E0,-6.279268265E-1,-9.628761411E-1
1.840206172E2,4.232282162E0,-3.314466476E-1,-9.993607402E-1
1.840256092E2,4.638496399E0,-5.910682678E-2,-1.024085164E0
1.840306012E2,5.000210762E0,2.035331726E-1,-1.070503592E0
1.840355933E2,5.174529076E0,4.231109619E-1,-1.133445263E0
1.840405853E2,5.109063148E0,6.426391602E-1,-1.135611773E0
1.840455773E2,4.933382034E0,8.668136597E-1,-1.076069355E0
1.840505694E2,4.633315086E0,1.081111908E0,-1.068302393E0
1.840555614E2,4.486386299E0,1.342787743E0,-1.178237319E0
1.840605534E2,4.377849102E0,1.589583397E0,-1.367012978E0
1.840655455E2,4.255282402E0,1.864562988E0,-1.581672549E0
1.840705375E2,4.176479816E0,2.124726295E0,-1.798235178E0
1.840755295E2,3.940649033E0,2.413151741E0,-2.011945009E0
1.840805216E2,3.643181801E0,2.681855202E0,-2.141548157E0
1.840855136E2,3.379682779E0,2.777762413E0,-2.196573496E0
1.840905056E2,3.082801342E0,2.887479782E0,-2.153096437E0
1.840954977E2,2.752288342E0,2.963046074E0,-1.996715903E0
1.841004897E2,2.464269400E0,3.042590141E0,-1.698562860E0
1.841054817E2,2.161070824E0,3.169023514E0,-1.373281837E0
1.841104737E2,1.919006348E0,3.361328125E0,-1.054253936E0
1.841154658E2,1.766665459E0,3.499856949E0,-7.558804750E-1
1.841204578E2,1.656035900E0,3.560790062E0,-5.740900636E-1
1.841254498E2,1.572563887E0,3.587272644E0,-4.373117685E-1
1.841304419E2,1.458770394E0,3.450281143E0,-3.411802053E-1
1.841354339E2,1.338600159E0,3.417903900E0,-2.908505201E-1
1.841404259E2,1.317129135E0,3.466150284E0,-2.390456200E-1
1.841454180E2,1.327379227E0,3.456271172E0,-2.049597502E-1
1.841504100E2,1.374102831E0,3.450517654E0,-1.694238186E-1
1.841554020E2,1.352381229E0,3.448969841E0,-5.098688602E-2
1.841603941E2,1.209669948E0,3.475486755E0,3.275806904E-1
1.841653861E2,7.114468813E-1,3.281148911E0,6.990289688E-1
1.841703781E2,-1.525635719E-1,3.372735977E0,1.652641058E0
1.841753702E2,-7.756290436E-1,3.787804604E0,2.212660789E0
1.841803622E2,-1.272942543E0,4.177013397E0,2.493121147E0
1.841853542E2,-1.391779184E0,4.569241524E0,2.932102203E0
1.841903462E2,-1.104014158E0,4.677814484E0,3.464883566E0
1.841953383E2,-9.548680782E-1,4.474765778E0,3.888418198E0
1.842003303E2,-8.862099648E-1,4.195159912E0,4.253716469E0
1.842053223E2,-1.068970203E0,3.786902428E0,4.397043705E0
1.842103144E2,-1.616545439E0,3.164403915E0,4.327571869E0
1.842153064E2,-2.499197245E0,2.667636871E0,4.054926395E0
1.842202984E2,-3.620454788E0,2.234356880E0,3.761163712E0
1.842252905E2,-5.118758202E0,1.830928802E0,3.466080189E0
1.842302825E2,-6.663680077E0,1.519345284E0,3.199746847E0
1.842352745E2,-8.269184113E0,1.533761978E0,2.958923340E0
1.842402666E2,-9.782370567E0,1.687093735E0,2.644259453E0
1.842452586E2,-1.113166904E1,1.959907532E0,2.051410675E0
1.842502506E2,-1.208266926E1,2.304306030E0,8.745480776E-1
1.842552427E2,-1.259677601E1,2.605778694E0,-9.587138891E-1
1.842602347E2,-1.261137962E1,2.831408501E0,-2.938189030E0
1.842652267E2,-1.160539341E1,2.871547699E0,-4.290142059E0
1.842702187E2,-9.402585983E0,2.659345627E0,-4.716420650E0
1.842752108E2,-6.759027481E0,2.529411316E0,-4.374811172E0
1.842802028E2,-5.158026218E0,2.490207672E0,-3.392868996E0
1.842851948E2,-3.541973352E0,2.469015121E0,-2.516985416E0
1.842901869E2,-1.666944265E0,2.432225227E0,-1.932875872E0
1.842951789E2,-7.871317863E-2,2.346684456E0,-1.418070912E0
1.843001709E2,1.016524792E0,2.098048210E0,-1.048366308E0
1.843051630E2,1.752462626E0,1.734770775E0,-7.564908266E-1
1.843101550E2,2.234058857E0,1.391283035E0,-4.272183180E-1
1.843151470E2,2.494661808E0,9.434423447E-1,3.372430801E-3
1.843201391E2,2.629809618E0,2.575254440E-1,5.287562609E-1
1.843251311E2,2.625813723E0,-4.890766144E-1,9.711794853E-1
1.843301231E2,2.444821596E0,-1.162332535E0,1.220443606E0
1.843351152E2,2.240339994E0,-1.829252720E0,1.391514540E0
1.843401072E2,2.046189070E0,-2.499346733E0,1.374404430E0
1.843450992E2,1.929386377E0,-3.105671883E0,1.341817617E0
1.843500912E2,1.822948933E0,-3.638785839E0,1.208340526E0
1.843550833E2,1.640693307E0,-4.141941071E0,1.037388444E0
1.843600753E2,1.597992778E0,-4.543535709E0,9.162826538E-1
1.843650673E2,1.517406225E0,-4.910821438E0,7.743370533E-1
1.843700594E2,1.470446110E0,-5.220022202E0,5.737783909E-1
1.843750514E2,1.447367430E0,-5.523881435E0,3.294062614E-1
1.843800434E2,1.395463467E0,-5.855918407E0,1.371904612E-1
1.843850355E2,1.338713646E0,-6.182641983E0,1.166796684E-2
1.843900275E2,1.291564107E0,-6.518428802E0,-6.121635437E-2
1.843950195E2,1.215835810E0,-6.848946095E0,-1.051169634E-1
1.844000116E2,1.149655819E0,-7.145565033E0,-9.594678879E-2
1.844050036E2,1.049994707E0,-7.374918938E0,-6.194663048E-2
1.844099956E2,9.024375081E-1,-7.537177086E0,-6.489956379E-2
1.844149877E2,7.689905763E-1,-7.642115116E0,-9.941220284E-2
1.844199797E2,6.447396278E-1,-7.651643276E0,-1.888874769E-1
1.844249717E2,5.582715273E-1,-7.599426270E0,-3.282043934E-1
1.844299637E2,5.047061443E-1,-7.394660950E0,-5.271099210E-1
1.844349558E2,5.079436302E-1,-7.099648476E0,-7.237921953E-1
1.844399478E2,5.729919672E-1,-6.752667904E0,-9.376828671E-1
1.844449398E2,6.140581369E-1,-6.286728859E0,-1.159478784E0
1.844499319E2,6.027981043E-1,-5.759300709E0,-1.441884756E0
1.844549239E2,5.396996737E-1,-5.179955482E0,-1.708316445E0
1.844599159E2,4.678390026E-1,-4.524831295E0,-2.088091612E0
1.844649080E2,4.781137705E-1,-3.889621735E0,-2.476179600E0
1.844699000E2,3.840717077E-1,-3.231167793E0,-2.830010891E0
1.844748920E2,2.671082020E-1,-2.592493534E0,-3.111752033E0
1.844798841E2,1.749582291E-1,-2.002210617E0,-3.322018623E0
1.844848761E2,8.830749989E-2,-1.455431461E0,-3.437493801E0
1.844898681E2,2.599453926E-2,-9.377365112E-1,-3.496994495E0
1.844948602E2,-2.647185326E-2,-5.351467133E-1,-3.429165840E0
1.844998522E2,-1.698769331E-1,-1.280031204E-1,-3.286802530E0
1.845048442E2,-2.752305269E-1,2.119045258E-1,-3.060362577E0
1.845098362E2,-3.190521002E-1,5.132503510E-1,-2.692226410E0
1.845148283E2,-2.156653404E-1,7.854995728E-1,-2.263180256E0
1.845198204E2,-7.488560677E-2,1.028635025E0,-1.901646256E0
1.845248125E2,7.933974266E-2,1.261722565E0,-1.678609371E0
1.845298046E2,2.802702188E-1,1.432109833E0,-1.612831235E0
1.845347967E2,4.367246032E-1,1.554170609E0,-1.651422501E0
1.845397887E2,6.632792950E-1,1.651900291E0,-1.732447743E0
1.845447808E2,9.213324189E-1,1.687048912E0,-1.812874675E0
1.845497729E2,1.182377815E0,1.659744263E0,-1.897519827E0
1.845547650E2,1.336808324E0,1.546212196E0,-1.938532591E0
1.845597571E2,1.217517376E0,1.518711090E0,-1.868738413E0
1.845647492E2,1.049578786E0,1.519675255E0,-1.946098566E0
1.845697412E2,8.764758110E-1,1.630407333E0,-2.089016199E0
1.845747333E2,6.027377844E-1,1.716853142E0,-2.311540365E0
1.845797254E2,3.962122798E-1,1.783865929E0,-2.527455807E0
1.845847175E2,2.566794753E-1,1.936659813E0,-2.698498964E0
1.845897096E2,2.269094586E-1,2.151177406E0,-2.934606791E0
1.845947017E2,2.921965718E-1,2.460773468E0,-3.130345583E0
1.845996937E2,4.379671216E-1,2.870113373E0,-3.304925919E0
1.846046858E2,8.073368073E-1,3.206848145E0,-3.405545712E0
1.846096779E2,1.137224913E0,3.432817459E0,-3.455980539E0
1.846146700E2,1.398632765E0,3.600669861E0,-3.379297018E0
1.846196621E2,1.634094477E0,3.700824738E0,-3.275754929E0
1.846246542E2,1.914535522E0,3.761993408E0,-3.212251663E0
1.846296462E2,2.240026474E0,3.889528275E0,-3.145884275E0
1.846346383E2,2.481694698E0,3.873111725E0,-2.967429399E0
1.846396304E2,2.444623470E0,3.938002586E0,-2.424715519E0
1.846446225E2,1.886514425E0,4.012660027E0,-1.371166468E0
1.846496146E2,9.568743706E-1,4.274124146E0,-2.048286200E-1
1.846546067E2,2.022216916E-1,4.411564827E0,6.803698540E-1
1.846595987E2,-7.673695087E-1,4.234284401E0,1.435545444E0
1.846645908E2,-1.988273382E0,3.852934837E0,2.532689095E0
1.846695829E2,-3.058175564E0,3.176672935E0,4.340992928E0
1.846745749E2,-3.666340351E0,2.449275017E0,6.442182064E0
1.846795670E2,-4.108717918E0,1.928627014E0,8.050397873E0
1.846845590E2,-4.495090961E0,1.705101013E0,8.876426697E0
1.846895510E2,-4.735373497E0,1.782971382E0,9.228063583E0
1.846945431E2,-4.681996346E0,1.798344612E0,9.201932907E0
1.846995351E2,-4.479353905E0,1.856574059E0,8.831615448E0
1.847045271E2,-4.209130287E0,2.005648613E0,8.364936829E0
1.847095192E2,-4.034725189E0,2.059212685E0,8.058276176E0
1.847145112E2,-3.847875118E0,2.075020790E0,7.966093063E0
1.847195032E2,-3.281718016E0,1.933866501E0,8.056186676E0
